,hsa.miR.200b.3p,hsa.miR.200a.5p,hsa.miR.1976,hsa.miR.197.3p,hsa.miR.942.3p,hsa.miR.556.3p,hsa.miR.1295a,hsa.miR.181b.5p,hsa.miR.181b.3p,hsa.miR.181a.3p,hsa.miR.135b.5p,hsa.miR.135b.3p,hsa.miR.29c.5p,hsa.miR.29c.3p,hsa.miR.29b.2.5p,hsa.miR.215.3p,hsa.miR.194.5p,hsa.miR.4677.3p,hsa.miR.605.5p,hsa.miR.107,hsa.miR.6507.5p,hsa.miR.146b.5p,hsa.miR.1307.5p,hsa.miR.202.5p,hsa.miR.192.5p,hsa.miR.194.3p,hsa.miR.139.5p,hsa.miR.139.3p,hsa.miR.326,hsa.miR.708.3p,hsa.miR.6755.5p,hsa.miR.1304.5p,hsa.miR.141.5p,hsa.miR.196a.5p,hsa.miR.148b.5p,hsa.let.7i.3p,hsa.miR.3613.5p,hsa.miR.16.5p,hsa.miR.16.1.3p,hsa.miR.15a.5p,hsa.miR.17.5p,hsa.miR.17.3p,hsa.miR.18a.5p,hsa.miR.19a.3p,hsa.miR.20a.5p,hsa.miR.19b.1.5p,hsa.miR.92a.1.5p,hsa.miR.5586.5p,hsa.miR.3173.5p,hsa.miR.345.3p,hsa.miR.628.3p,hsa.miR.629.5p,hsa.miR.6511b.3p,hsa.miR.365a.3p,hsa.miR.484,hsa.miR.328.3p,hsa.miR.195.5p,hsa.miR.195.3p,hsa.miR.497.5p,hsa.miR.4521,hsa.miR.744.3p,hsa.miR.451a,hsa.miR.144.5p,hsa.miR.144.3p,hsa.miR.4732.3p,hsa.miR.193a.5p,hsa.miR.365b.3p,hsa.miR.6510.3p,hsa.miR.454.3p,hsa.miR.301a.3p,hsa.miR.21.5p,hsa.miR.21.3p,hsa.miR.3615,hsa.miR.133a.3p,hsa.miR.133a.5p,hsa.miR.1.3p,hsa.miR.3940.3p,hsa.miR.639,hsa.miR.642a.5p,hsa.miR.769.5p,hsa.let.7e.3p,hsa.miR.125a.5p,hsa.miR.1301.3p,hsa.miR.548ba,hsa.miR.3682.3p,hsa.miR.5000.3p,hsa.miR.128.3p,hsa.miR.4444,hsa.miR.1258,hsa.miR.153.3p,hsa.miR.149.5p,hsa.miR.103a.3p,hsa.miR.548o.3p,hsa.miR.802,hsa.miR.185.5p,hsa.miR.1306.5p,hsa.miR.301b.3p,hsa.miR.301b.5p,hsa.miR.130b.3p,hsa.miR.3199,hsa.miR.885.5p,hsa.miR.26a.1.3p,hsa.miR.425.5p,hsa.miR.191.5p,hsa.miR.16.2.3p,hsa.miR.551b.3p,hsa.miR.378d,hsa.miR.95.3p,hsa.miR.574.3p,hsa.miR.576.5p,hsa.miR.577,hsa.miR.4454,hsa.miR.887.5p,hsa.miR.581,hsa.miR.143.3p,hsa.miR.145.5p,hsa.miR.145.3p,hsa.miR.378a.5p,hsa.miR.6720.3p,hsa.miR.5683,hsa.miR.219a.5p,hsa.miR.133b,hsa.miR.30c.2.3p,hsa.miR.30a.5p,hsa.miR.30a.3p,hsa.miR.3662,hsa.miR.339.5p,hsa.miR.196b.5p,hsa.miR.550a.5p,hsa.miR.590.5p,hsa.miR.590.3p,hsa.miR.93.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.96.5p,hsa.miR.183.5p,hsa.miR.183.3p,hsa.miR.335.5p,hsa.miR.335.3p,hsa.miR.29a.5p,hsa.miR.29b.1.5p,hsa.miR.490.5p,hsa.miR.490.3p,hsa.miR.671.5p,hsa.miR.671.3p,hsa.miR.3622a.3p,hsa.miR.486.5p,hsa.miR.4661.5p,hsa.miR.7705,hsa.miR.151a.5p,hsa.miR.151a.3p,hsa.miR.491.5p,hsa.miR.204.5p,hsa.let.7f.1.3p,hsa.let.7d.5p,hsa.let.7d.3p,hsa.miR.6854.5p,hsa.miR.32.3p,hsa.miR.181b.2.3p,hsa.miR.4770,hsa.miR.222.5p,hsa.miR.532.5p,hsa.miR.188.5p,hsa.miR.500a.3p,hsa.miR.501.3p,hsa.miR.500b.3p,hsa.miR.502.5p,hsa.miR.98.5p,hsa.miR.98.3p,hsa.miR.421,hsa.miR.374b.3p,hsa.miR.766.3p,hsa.miR.106a.5p,hsa.miR.542.3p,hsa.miR.503.5p,hsa.miR.504.5p,hsa.miR.224.5p,hsa.miR.452.3p
TCGA.AZ.4315.01A,4375,5073,11,271,3,1,1,213,27,168,114,14,36,1280,22,2,38389,12,0,111,0,1310,677,0,156432,443,20,6,2,85,0,1,1838,947,6,92,26,1542,6,281,1279,474,49,69,423,21,23,5,1,0,3,355,0,74,118,7,16,0,8,0,39,662,140,9,0,164,74,0,14,12,390139,10506,3,8,0,12,3,1,6,46,5,269,15,0,0,5,255,2,0,0,12,20397,2,0,76,6,2,0,32,0,0,25,382,1400,30,1,3,66,37,30,529,2,0,0,109102,2394,53,310,0,1,2,1,9,8689,1443,3,45,8897,3,56,19,9328,513,17291,41,9458,4,29,138,60,62,0,0,7,5,0,95,9,1,165,2590,1,0,6,405,299,3,2,8,0,45,2489,9,653,93,4,2,39,0,4,3,7,99,330,29,0,47,10
TCGA.AZ.4615.01A,1961,1393,7,256,1,1,0,103,8,92,79,3,20,643,33,1,18065,8,1,90,0,809,441,0,39277,142,12,3,5,53,1,3,495,99,5,91,5,773,3,121,824,188,27,43,262,4,6,1,0,0,0,50,6,34,92,19,7,1,1,0,20,95,24,0,0,54,34,0,8,9,273989,3608,0,6,0,11,0,0,1,12,3,261,12,0,0,2,93,3,2,9,17,17950,0,0,48,12,1,0,12,1,0,13,499,964,8,0,3,14,82,9,187,1,0,0,90864,2891,36,104,0,0,2,2,4,4062,686,0,7,1780,5,9,4,5202,227,26480,28,14758,3,13,47,22,20,0,0,5,0,0,21,2,2,112,2274,2,0,1,431,498,1,1,0,0,10,1595,3,388,103,1,0,51,1,3,0,13,52,86,10,0,45,3
TCGA.AZ.5403.01A,10375,10209,29,844,6,2,1,1607,49,759,203,7,63,4827,53,10,118294,35,5,478,2,5810,981,0,311732,1248,185,67,10,440,2,6,3450,1638,5,275,49,3045,16,914,4800,3240,132,155,3525,59,57,14,5,3,6,654,3,201,230,27,315,17,78,2,35,1232,632,44,1,1129,201,0,32,17,2844909,18931,20,174,3,937,0,1,4,84,40,2297,18,2,8,12,581,5,4,35,32,142889,4,0,360,18,6,0,125,8,2,4,3589,3812,26,1,1,86,162,28,22,1,3,0,2998276,23066,568,598,8,4,1,42,156,46840,14899,10,164,20251,30,67,56,42879,2293,132447,150,56036,4,123,1253,30,38,2,81,24,9,0,355,20,9,511,20559,4,5,12,1109,837,4,8,3,2,43,7276,20,2066,302,13,4,575,5,30,16,29,38,2404,48,1,423,39
TCGA.AZ.5407.01A,5870,6513,11,176,3,1,0,264,10,129,124,3,20,2335,15,2,62569,8,1,196,1,1024,425,0,129718,959,47,10,3,15,2,0,2199,1273,3,45,17,1150,12,296,1178,957,16,32,759,11,33,4,0,1,0,216,1,78,74,9,73,6,14,2,6,700,293,6,0,188,78,0,11,5,473908,6058,5,15,0,69,0,1,6,37,4,354,3,0,1,2,297,4,0,1,3,49954,0,0,124,8,1,0,34,1,0,6,402,888,12,0,2,34,71,18,181,0,0,0,228706,1506,48,180,3,2,0,3,18,7052,3448,3,21,3743,10,19,22,12091,580,88236,46,37393,4,98,928,9,26,0,0,4,2,0,180,4,0,225,9702,2,1,0,328,293,2,1,6,0,14,2446,6,692,103,4,2,151,4,6,5,6,9,272,3,0,169,9
TCGA.AZ.6598.01A,9350,8218,57,3862,11,2,1,1986,63,536,639,13,65,4624,61,3,98305,94,1,602,0,3002,1330,0,242179,620,48,21,31,76,4,12,9358,1027,29,301,46,2949,33,820,5328,3001,191,203,2484,62,47,4,4,3,2,1000,7,76,230,57,87,3,24,0,77,260,95,6,0,409,76,3,20,36,1017988,10087,6,15,0,50,2,8,75,71,12,1354,78,0,9,25,794,9,1,49,67,130942,7,0,328,84,9,5,189,1,0,4,2585,4601,44,5,6,86,690,55,231,8,2,3,279360,4660,111,1336,0,13,9,2,30,4707,1798,0,114,13341,56,200,55,51369,2622,150010,259,76668,15,122,1080,46,37,0,0,45,15,0,107,144,10,478,21625,23,2,16,1506,2421,3,6,7,0,12,7001,7,1159,206,6,0,222,3,15,4,35,68,522,15,14,223,21
TCGA.AZ.6599.01A,19683,10148,28,1532,3,3,3,1386,62,603,489,6,107,11145,61,1,124701,12,4,232,2,930,529,1,346799,853,58,23,20,74,4,6,5553,792,16,238,41,2833,15,400,1819,1124,26,61,1214,50,24,3,2,1,5,388,2,85,143,60,178,11,66,1,20,536,118,20,0,1221,85,0,25,10,569090,6512,5,95,2,141,1,8,7,38,15,723,13,0,2,8,465,16,0,35,27,43559,3,0,140,39,4,1,100,4,0,5,2373,4520,31,3,2,166,652,28,939,0,0,0,583726,9901,150,597,0,2,0,24,47,16857,7555,1,86,10037,27,64,26,12849,1173,87011,92,29579,2,122,635,32,15,0,1,7,10,0,115,63,4,388,14873,4,3,21,1149,1730,8,6,12,0,17,3496,10,694,80,5,1,121,7,11,6,16,48,293,6,3,142,25
TCGA.AZ.6600.01A,5940,5319,44,743,2,5,4,876,48,315,286,14,79,11219,96,66,144757,25,3,384,5,2122,1164,2,288235,1066,113,46,18,170,1,6,5721,1223,7,222,33,1790,35,660,3687,2702,76,118,2408,85,72,5,0,1,2,680,3,81,215,52,212,13,58,6,28,398,165,19,0,830,80,4,19,16,1109782,11187,15,78,1,251,0,0,13,64,34,1143,22,0,2,10,652,7,1,19,22,84077,6,0,335,26,2,1,61,1,1,2,787,1928,18,0,3,69,193,26,96,0,5,1,1397799,10107,236,595,3,1,1,25,83,26503,10225,1,54,8522,54,30,13,23192,867,73461,66,32073,5,34,864,32,36,0,2,18,8,0,172,37,10,339,20516,4,20,31,1265,1879,1,2,14,1,48,7909,17,1114,175,9,4,311,5,21,11,14,47,620,15,1,389,27
TCGA.AZ.6601.01A,7530,7823,55,1515,8,4,1,694,54,670,283,4,65,8275,74,72,115767,54,2,388,0,6825,846,5,276473,1253,125,35,52,281,3,8,3276,284,10,301,59,2115,21,640,1945,1518,58,67,1188,52,18,19,4,0,5,681,4,99,202,98,168,17,67,1,63,316,133,11,2,1182,99,3,20,16,1495525,13063,20,162,5,434,1,10,5,140,53,1458,33,1,7,2,845,4,2,12,23,84359,5,0,450,26,4,1,76,6,2,4,970,3703,41,5,1,9,310,55,136,0,2,0,1573758,19041,376,635,1,47,2,59,57,15505,6869,4,53,2004,24,44,30,18659,889,52193,51,34059,2,50,696,72,36,4,70,17,14,0,155,7,8,352,13798,3,16,20,1474,1876,6,6,2,0,52,4725,9,1348,214,7,2,289,2,16,9,65,35,709,19,1,435,50
TCGA.AZ.6603.01A,14258,8947,43,1081,6,2,0,821,80,440,92,1,55,3825,40,3,118817,24,7,306,3,1354,320,1,316453,1426,155,90,39,269,4,3,2845,258,10,212,46,1950,17,525,3504,2322,62,187,1990,51,37,7,1,1,3,330,10,122,212,135,165,13,80,1,74,281,87,6,0,1017,122,1,36,31,879933,10290,25,321,4,634,4,3,5,80,33,1417,46,1,6,7,745,8,4,25,72,77528,4,0,307,29,0,1,54,0,0,10,1401,3976,21,2,7,61,501,38,79,0,3,4,1916133,21312,450,772,2,6,2,66,89,30772,13822,5,190,26603,108,39,14,16041,958,61426,30,23090,0,71,1281,26,18,4,20,10,9,1,101,17,0,458,21048,12,4,20,865,1929,0,0,4,3,42,9310,32,2095,329,6,16,291,6,14,12,48,52,1135,79,3,677,56
TCGA.AZ.6605.01A,5356,5110,34,880,12,0,1,633,65,420,88,0,32,12754,22,3,42397,25,2,312,4,2328,513,1,110921,601,74,47,21,391,3,7,2073,1006,12,386,54,2036,14,438,1935,1181,120,153,969,42,41,10,1,4,10,391,7,126,233,63,255,13,74,1,29,386,111,13,0,715,126,0,33,20,1005501,11355,18,70,3,238,4,7,8,69,35,1130,23,0,8,11,596,13,0,17,29,50002,1,0,268,23,1,1,88,8,2,2,2221,3520,16,1,7,35,352,33,23,1,3,0,1710368,12939,317,580,2,3,0,19,84,27832,13452,4,73,5598,56,34,22,13099,1184,45813,38,18677,2,50,796,19,25,0,0,14,10,1,122,41,1,252,16060,3,7,15,1000,1228,1,6,4,0,51,2670,11,872,182,4,1,237,4,17,9,25,40,1093,52,2,472,79
TCGA.AZ.6606.01A,6261,7268,14,438,5,0,0,1280,225,814,524,14,29,3023,22,11,47842,10,1,206,0,566,383,1,164845,782,32,19,7,27,1,2,2883,823,4,77,61,2530,27,706,3632,1592,103,157,2010,72,58,0,3,3,1,226,1,15,142,19,57,6,17,0,16,1080,323,61,1,323,15,2,15,6,394283,10511,18,13,0,34,2,0,4,46,4,162,3,0,3,5,283,4,0,0,16,30405,2,0,174,6,0,2,119,3,0,7,1806,1743,22,0,1,61,58,13,216,0,1,0,315420,2185,44,314,2,2,1,2,23,5301,2104,1,53,10468,15,15,8,8020,605,49508,68,23292,4,34,646,17,35,0,1,3,2,0,407,14,5,147,6516,1,19,14,485,800,3,1,5,0,83,1577,6,388,44,2,1,103,3,10,7,12,43,390,31,0,177,15
TCGA.BR.6452.01A,17174,10710,45,1878,22,1,0,656,108,385,155,3,211,4071,192,51,64898,48,3,230,1,3003,4489,3,260046,908,83,11,104,129,1,3,2216,2965,17,576,59,3560,21,433,2950,560,61,95,798,38,27,10,7,1,14,241,8,106,658,148,76,15,54,2,184,543,185,17,0,555,106,1,49,63,495350,12826,50,54,1,68,4,5,30,73,27,2018,75,0,2,2,523,14,2,25,102,52003,1,0,221,104,11,14,138,1,1,5,945,9514,68,6,3,4,780,69,184,1,1,5,252948,9342,220,1016,0,5,3,13,30,17576,8290,1,131,15983,45,79,39,16315,928,160816,197,85903,13,42,668,35,49,0,3,31,23,1,331,16,6,663,11486,19,13,38,2263,4092,0,8,4,0,177,5334,39,1527,495,6,8,264,13,3,11,79,29,421,66,0,43,11
TCGA.BR.6453.01A,10405,10833,65,1752,24,7,5,1042,75,1239,80,2,188,25857,159,620,130629,21,0,560,0,6700,716,14,184035,1721,462,122,100,319,4,3,3059,304,11,1812,141,5133,36,989,4158,1868,478,304,2334,48,81,19,4,22,12,423,6,162,360,123,1187,40,559,9,69,3830,578,62,2,514,162,0,48,37,796396,23696,12,80,3,189,4,6,17,87,76,1986,60,0,5,13,569,9,16,20,72,126441,5,29,357,22,6,6,186,13,2,5,6569,6970,73,14,3,78,523,58,105,0,4,2,810167,16906,364,1501,3,94,7,15,146,80232,34059,2,303,1851,30,145,49,19838,2842,65212,110,40392,6,76,704,54,26,0,2,24,6,2,547,32,8,439,19636,11,22,26,1976,1737,7,14,6,0,50,8648,59,3681,617,9,11,440,12,23,15,52,46,2649,50,11,29,28
TCGA.BR.6454.01A,5298,5953,48,1504,7,5,4,2189,200,1083,758,13,256,22305,250,20,73839,78,3,304,0,4002,2506,6,288950,648,102,15,45,297,1,0,11190,2447,19,2186,79,4309,29,614,1617,804,125,138,778,27,26,11,9,5,17,520,8,128,521,234,202,14,143,1,32,1107,149,18,1,955,128,1,117,49,1347024,32816,29,73,0,74,5,11,19,44,51,3125,112,0,7,6,502,22,17,56,58,39887,10,0,219,46,7,5,82,5,0,10,1431,5050,171,16,10,6,398,117,182,0,0,6,479846,27010,455,370,5,5,7,11,144,137664,44459,2,343,3928,56,206,114,29308,4280,16232,17,4054,1,47,240,49,64,1,0,20,9,0,267,12,2,434,10321,8,22,27,1954,2024,0,8,11,0,210,8185,44,1662,440,7,11,203,9,14,11,62,99,748,75,8,40,12
TCGA.BR.6455.01A,6907,6749,38,2960,20,2,2,1567,375,2169,93,7,263,9695,201,10,48384,76,2,359,1,3830,3688,0,228828,508,266,57,134,306,5,8,6687,36,22,877,148,4825,56,935,8098,2162,323,390,3064,141,196,32,3,1,10,716,24,131,751,230,233,33,222,6,364,1347,281,47,0,682,131,0,73,97,761485,25251,62,784,7,724,8,7,17,171,74,2077,71,5,8,11,609,10,6,9,38,86341,1,19,278,117,9,21,172,4,0,9,1239,6677,124,28,1,3,474,119,1891,0,2,11,1099135,52430,889,838,1,132,9,180,53,37174,15841,3,338,118,166,159,68,32232,2130,59020,90,35620,2,77,1765,35,40,9,119,29,16,2,181,22,7,738,13666,19,37,33,2765,3395,5,17,34,1,104,6838,38,2005,406,11,17,343,21,8,20,79,95,877,135,6,65,16
TCGA.BR.6456.01A,3139,2517,44,1321,3,0,2,1153,126,799,136,2,280,13966,304,1,64041,19,2,423,3,2702,1036,6,121672,442,412,85,79,788,1,2,2236,261,11,832,62,1850,27,521,1202,975,48,83,577,21,19,18,0,3,5,392,25,252,258,292,271,39,239,3,84,724,242,11,0,1369,251,0,62,46,2040948,23397,15,1388,11,1647,1,3,14,54,119,4061,57,5,1,14,716,5,14,47,171,76742,5,0,241,44,7,1,66,4,1,10,559,2634,59,24,4,18,713,63,166,0,3,6,3363071,92427,1950,400,9,12,2,282,166,121055,55295,10,172,5327,75,65,38,21394,971,74191,75,50066,1,19,818,47,54,9,369,12,18,0,382,11,7,496,16601,11,51,31,1979,4335,4,4,12,1,40,4727,27,1730,272,3,3,283,6,13,13,55,25,1007,86,4,501,35
TCGA.BR.6457.01A,3565,3599,54,1229,1,0,2,570,73,657,58,1,278,14823,269,28,25660,14,8,204,1,1416,369,9,43679,237,459,87,90,263,1,0,1843,568,5,928,51,1422,9,399,845,680,71,65,477,20,18,11,1,4,0,205,19,240,276,240,410,57,342,2,53,1411,328,19,2,739,239,1,28,40,1057325,15884,19,989,14,1393,4,3,7,47,162,3010,42,9,4,9,252,6,11,29,100,44090,3,3,134,42,10,0,56,3,3,0,431,2089,51,10,2,24,874,45,95,0,0,0,2087322,93773,1406,387,7,4,3,178,114,99562,46883,0,142,488,14,53,32,6239,551,37237,44,12618,1,27,270,41,26,10,136,20,10,2,247,16,2,224,7447,15,46,22,1056,1788,1,6,10,5,21,2205,21,1195,230,8,2,185,5,3,14,62,30,942,29,1,51,12
TCGA.BR.6563.01A,2325,813,12,342,0,1,1,402,11,326,99,1,41,6975,34,0,19433,11,1,225,1,2330,86,3,35482,100,70,135,3,194,5,2,622,64,5,170,15,1061,1,186,449,1183,18,24,351,7,5,11,0,0,1,127,4,105,65,23,659,13,92,1,2,124,35,1,0,371,105,0,10,10,435988,1536,4,127,2,330,0,1,0,50,45,886,14,2,2,7,266,1,7,6,24,87611,1,1,97,3,0,0,24,4,0,0,229,907,5,0,1,39,180,16,1,0,1,0,2684613,7933,159,138,4,1,1,37,149,22038,9557,0,21,140,2,5,5,2975,663,16606,18,6138,1,14,62,13,0,0,3,4,8,0,47,11,1,101,12450,1,11,18,829,479,0,3,0,0,16,1502,12,302,42,1,4,164,3,9,5,9,3,736,4,2,10,2
TCGA.BR.6564.01A,2243,1880,30,890,1,1,0,807,21,492,263,1,344,30285,296,11,48641,21,6,340,5,2119,268,4,70625,311,507,141,38,901,3,2,2666,125,12,646,25,1950,16,371,796,798,56,40,548,19,7,22,1,2,4,326,12,320,236,148,1115,57,497,9,34,507,83,5,0,877,320,0,50,38,1803700,11151,13,2380,14,5082,0,0,9,71,160,4131,30,11,2,19,547,5,31,30,183,94778,0,4,241,22,1,2,55,6,1,9,556,2668,27,4,8,21,701,36,13,0,4,5,4972915,121113,1436,431,12,42,5,516,352,228947,95322,2,172,173,27,63,27,23040,2330,15668,15,3501,0,41,114,20,16,19,395,9,14,2,114,15,1,310,12578,6,131,21,1864,1459,3,8,6,0,37,5862,21,1336,201,6,7,362,11,10,17,82,39,1265,20,8,38,15
TCGA.BR.6565.01A,3346,2605,31,1503,10,3,2,733,50,361,280,5,289,9744,145,101,49182,26,1,277,0,3118,1448,4,128365,457,362,50,40,373,0,1,2088,850,11,1069,62,2547,33,540,3477,1333,228,234,1415,59,41,11,1,5,6,252,16,165,488,160,195,24,164,2,63,277,76,6,0,591,165,3,39,44,995917,15448,37,1012,18,1188,1,1,18,62,48,2050,67,1,3,7,267,3,14,9,54,49994,3,2,208,35,8,1,119,7,1,3,1530,3284,79,5,2,22,435,35,115,0,2,2,1173389,82051,1291,682,0,4,6,173,56,37646,17632,3,208,4536,65,95,39,18415,1412,63301,94,28659,9,19,465,59,36,5,100,26,13,0,77,6,2,400,9398,4,15,27,1420,1829,4,4,7,1,55,5391,58,1406,225,3,11,196,6,7,11,62,47,302,33,2,697,67
TCGA.BR.6566.01A,7662,3933,48,2479,21,1,2,582,71,453,58,0,156,5076,118,246,74913,57,1,233,0,6491,1181,2,289653,554,91,20,75,333,2,4,3905,559,17,1219,40,3275,21,613,3184,1064,163,179,1207,52,37,7,10,2,9,462,8,250,441,103,72,9,52,1,88,1051,104,18,0,643,250,0,28,48,899134,16621,17,68,3,127,6,2,36,58,60,2444,106,3,9,4,401,10,3,23,156,37418,7,1,321,52,11,0,135,2,2,1,1085,6883,77,2,2,15,1029,105,14,1,3,2,449406,29618,403,586,1,1,4,11,8,12230,4472,2,149,4652,62,97,33,12868,1318,58530,104,29883,11,41,567,86,90,1,4,29,10,0,327,8,4,531,7871,16,0,26,1824,2590,5,5,8,0,85,1847,12,596,178,3,4,202,13,14,9,84,37,825,91,2,85,20
TCGA.BR.6707.01A,6610,3841,37,1371,6,2,1,452,65,299,196,12,158,9287,111,74,32266,34,2,236,0,2088,1777,2,99019,277,47,8,85,119,2,1,3076,24,14,475,87,3882,14,731,3167,676,274,166,1146,32,45,9,4,1,15,226,6,111,561,97,163,12,135,0,121,434,56,8,1,240,111,0,56,55,548129,9084,42,90,1,91,5,8,22,86,40,1541,93,0,7,4,358,3,3,3,66,49012,2,0,140,64,11,6,92,3,0,4,827,5505,72,7,2,5,383,44,325,0,1,5,289554,22524,314,956,2,0,5,22,21,11799,6652,2,345,50,26,124,44,15062,1488,49955,110,24743,7,24,353,31,23,1,12,11,6,0,90,11,2,618,8510,9,2,22,1668,2696,1,7,5,0,28,7670,95,2372,454,13,24,207,7,3,11,66,64,427,29,4,38,12
TCGA.BR.6802.01A,7664,6623,58,1722,8,2,0,378,75,403,804,16,151,9161,133,15,25943,40,1,204,0,3069,3107,2,131543,288,64,17,37,178,2,1,1804,961,13,644,90,4940,27,758,1603,728,183,133,540,34,27,3,6,0,12,298,15,81,342,109,111,12,71,1,60,4465,777,143,1,583,81,2,47,54,755552,26778,32,195,4,176,1,1,19,89,35,1249,108,4,5,8,379,6,0,23,51,30856,4,0,258,56,9,5,87,5,0,1,2654,5784,99,13,0,11,302,86,81,0,0,1,459545,25559,380,503,0,3,0,47,32,26710,10826,2,169,3547,49,130,63,9949,1382,55006,93,38383,6,16,134,78,75,3,9,28,10,0,625,12,8,349,5984,8,45,21,1850,1918,1,8,2,1,213,2375,27,934,268,4,6,215,17,11,18,99,19,494,33,1,26,6
TCGA.BR.6803.01A,5995,5075,60,1126,4,0,2,638,28,523,190,2,295,27405,313,0,50454,29,2,302,0,2074,714,13,71752,475,565,140,65,453,5,2,2788,394,9,740,61,2310,10,497,1762,1848,149,152,1160,44,27,27,2,5,4,281,16,342,340,122,1105,43,509,6,50,778,211,6,0,1078,342,1,46,32,1234821,14368,10,2575,13,3653,0,0,17,80,132,3392,23,0,3,16,401,4,48,51,145,82203,2,33,229,16,2,1,97,13,0,1,590,2445,47,6,7,25,848,38,26,0,5,1,3854415,128113,2037,965,19,37,2,560,319,208051,92118,4,165,22,36,78,33,11091,1513,36094,42,8939,1,39,399,44,18,22,240,13,7,1,191,17,6,329,12612,17,37,26,1105,1535,3,9,2,2,47,4788,46,1916,314,5,8,268,9,5,20,90,69,1516,14,15,34,14
TCGA.BR.6852.01A,8663,8129,52,1035,12,1,5,755,54,373,212,1,79,10119,90,44,32828,54,1,204,1,4822,1892,0,129438,247,63,30,34,335,4,4,3410,1378,13,1122,60,2640,12,503,1278,671,75,100,542,34,19,11,4,0,7,271,4,68,278,62,115,6,56,1,49,312,73,12,0,450,68,0,41,33,977091,8852,25,39,0,36,7,4,17,52,34,1501,68,0,3,20,257,4,5,8,40,35711,4,0,198,30,4,2,46,5,0,3,511,2844,62,3,6,13,248,77,176,0,4,3,301822,9404,173,568,0,6,1,4,12,13992,4322,1,84,3116,32,79,43,7933,747,41074,56,18308,3,13,240,39,38,0,11,22,8,0,131,11,4,352,6833,9,12,15,1357,1587,1,8,1,0,67,3653,22,1158,241,11,10,150,5,7,7,67,17,543,67,0,101,19
TCGA.BR.7196.01A,2734,1940,35,631,6,1,3,1489,62,1076,80,10,84,31864,85,1,22001,45,2,473,0,4227,280,2,40475,209,161,144,13,197,10,1,1080,25,11,407,41,2521,18,591,967,1848,54,35,659,23,25,11,1,1,5,133,5,85,122,67,897,36,237,0,12,583,196,17,1,598,85,0,25,18,1762359,12516,8,161,1,464,2,1,4,103,62,1501,16,0,8,10,622,3,4,8,25,124579,5,2,287,13,1,0,65,6,0,3,375,1129,41,0,4,11,263,25,4,0,2,3,4604274,17886,579,357,7,74,1,36,224,49155,18548,1,48,23,25,33,26,10437,1529,20793,36,8225,1,12,174,17,7,4,58,7,10,0,121,4,4,193,18252,2,51,31,1434,1183,1,8,3,1,36,3660,9,607,85,8,4,371,6,9,7,25,26,1104,9,6,31,5
TCGA.BR.7197.01A,7612,3084,9,708,1,5,1,664,9,247,33,2,64,7011,95,1,29450,11,1,353,0,909,341,0,44710,153,144,44,9,118,1,9,1905,899,8,122,10,500,16,368,1116,1209,48,84,1052,31,5,2,2,1,4,510,8,106,175,84,99,14,102,0,20,1157,226,7,0,1028,106,0,19,14,1009166,3539,8,273,5,622,0,0,2,78,67,1720,10,1,1,3,632,2,2,15,93,58621,2,0,234,11,2,0,31,2,1,2,414,924,13,2,14,28,258,21,11,0,1,1,1659427,23733,487,353,11,11,8,33,94,23431,5041,0,127,1957,13,62,9,17978,818,16991,48,8266,1,13,164,15,8,3,89,14,3,1,265,13,3,402,18135,6,10,19,941,1478,1,3,11,0,32,8404,14,875,190,6,3,245,5,5,1,27,19,408,20,2,23,1
TCGA.BR.7707.01A,7046,2955,27,625,6,6,2,623,16,314,355,8,9,3505,6,0,33663,23,0,335,0,1891,385,0,67674,247,33,34,19,119,2,7,970,281,4,209,24,1401,12,462,1652,2664,118,57,931,22,7,3,3,1,1,503,2,97,171,6,54,7,31,1,16,636,150,17,0,298,97,5,9,17,1044546,6654,8,6,0,12,4,3,5,68,20,519,14,0,10,3,678,0,0,10,19,59770,4,0,271,15,2,0,72,4,0,0,751,1167,25,0,6,22,143,24,38,2,1,0,767657,2543,82,426,0,3,6,0,23,8319,2518,2,45,1783,23,49,20,14779,1388,32639,56,20247,3,6,126,16,7,0,0,15,8,0,194,8,2,203,13697,4,0,13,1294,1018,2,5,1,1,46,2458,14,508,130,6,3,184,3,15,1,18,11,634,21,0,24,5
TCGA.BR.7715.01A,4159,2407,17,1133,8,3,4,1105,24,493,306,12,44,5659,28,0,16353,19,4,600,2,3682,1306,0,27805,166,114,98,23,158,6,4,916,427,9,273,32,1267,8,441,2719,4591,123,107,1881,37,10,10,2,5,2,413,3,131,146,51,350,23,79,1,36,1699,459,26,2,1062,131,7,13,20,1461619,8109,23,183,1,455,1,3,0,84,72,1063,29,0,8,11,950,6,3,18,90,164194,15,0,194,12,2,1,63,7,1,0,1026,954,7,0,0,22,308,21,11,0,0,0,3498422,13910,376,238,3,3,2,40,250,36823,12858,4,57,579,22,36,15,25054,2689,117388,200,76957,2,44,304,15,6,5,112,7,9,0,264,15,3,381,24024,9,32,22,1080,1094,1,3,1,8,28,5628,12,1457,282,12,5,394,9,24,6,18,24,1223,10,3,30,6
